1987,"ELGAR, Edward",Serenade for Strings in E minor,Op. 20,Or,TELDEC 9031-73279,"BBC Symphony Orchestra, Andrew Davis. Also Cass. 123A: Philharmonia Orchestra, Giuseppe Sinopoli"
1988,"ELGAR, Edward",Sketches from Symphony No. 3,Op. 88,Or,BBC Vol. 04/01,"Keith Swallow, Piano; BBC Philharmonic Orchestra, Yan Pascal Tortelier"
1989,"ELGAR, Edward",Sonata for Organ in G major (Orch. Gordon Jacob),Op. 28,Or,BBC Vol. 25/09,"BBC Concert Orchestra, Vernon Handley"
1990,"ELGAR, Edward",Symphony No. 1 in A flat,Op. 55,Or,BBC Vol. 14/12,"BBC Symphony Orchestra, Sir Adrian Boult"
1991,"ELGAR, Edward",Symphony No. 2 in E flat,Op. 63,Or,BBC Vol. 15/10,"BBC Symphony Orchestra, Sir Malcolm Sargent"
1992,"ELGAR, Edward","Variations on an original theme ""Enigma""",Op. 36,Or,SONY SK 60789,"Jacqueline du Pre, Cello; Philadelphia Orchestra, Daniel Barenboim. Also BBC Vol. 13/6: BBC National Orchestra of Wales, Tadaaki Otaka. Also TELDEC 9031-73279: BBC SO, Andrew Davis. Also BBC Vol. 25/9: BBC Philharmonic, Juanjo Mena"
1993,"ELLINGTON, Duke",Harlem,,Or,BBC Vol. 18/07,"BBC National Orchestra of Wales, Kristjan Jarvi, Conductor"
1994,"ENESCU, George",Romanian Rhapsody No. 1 in A major,Op. 11/1,Or,Olympia OCD 442,"Romanain National Radio Orchestra, Horia Andreescu. Also Cass. 153-B: Orchestre Philharmonique de Monte-Carlo, Lawrence Foster"
1995,"ENESCU, George",Romanian Rhapsody No. 2 in D major,Op. 11/2,Or,Olympia OCD 442,"Romanain National Radio Orchestra, Horia Andreescu. Also Cass. 153-B: Orchestre Philharmonique de Monte-Carlo, Lawrence Foster"
1996,"ENESCU, George",Symphony No. 2 in A major,Op. 17,Or,Olympia OCD 442,"Romanain National Radio Orchestra, Horia Andreescu"
1997,"FALLA, Manuel de",Concerto for Harpsichord and Orchestra,,Or,Digital NC 60017,"Anthony Newman, Harpsichord; Pensylvania Sinfonia, Alan Birney. Also Cass, 13-A: Joachina Churhro, Harpsichord; New York Philharmonic, Zubin Mehta"
1998,"FALLA, Manuel de",El Sombrero de tres picos - Suite No.1,,Or,BBC Vol. 13/11,"Ulster Orchestra, Josep Caballe-Domenech. Also SONY SBK 89291: Three Dances: Philippe Entremont, Piano; Philadelphia Orchestra, Eugene Ormandy"
1999,"FALLA, Manuel de",Nights in the Gardens of Spain,,Or,SONY SBK 89291,"Philadelphia Orchestra, Eugene Ormandy. Also Cass. 141A: Same Recording"
2000,"FAURE, Gabriel",Apres un Reve (arranged by Isserlis),Op.  07/1,Or,DG 423 089,"Boston Symphony Orchestra, Seiji Ozawa. Also Hyperion-CDA 66235: Steven Isserlis, Cello; Pascal Devoyon, Piano"
2001,"FAURE, Gabriel",Ballade in F sharp major for Piano and Orchestra,Op. 19,Or,NAXOS 8.556679,"Francois-Joel Thiollier, Piano; National Symphony Orchestra of Ireland, Antoine de Almeida"
2002,"FAURE, Gabriel",Dolly - Suite for Piano 4-hands,Op. 56,Or,NAXOS 8.556679,"Orchestral Version (Excerpts) Kitty-Valse, Tendresse & Le pas espagnol, National SO of Ireland, John Georgiadis. Also Cass. 47B: Katia and Marielle Labeque"
2003,"FAURE, Gabriel",Masques et Bergamasques: Ouverture and Pastorale,Op. 112,Or,NAXOS 8.556679,"National Symphony Orchestra of Ireland, John Georgiadis"
2004,"FAURE, Gabriel",Pavane for Orchestra with Chorus,Op. 50,Or,NAXOS 8.556679,"CSR SO, Keith Clark. Also Telarc 80059: Saint Louis SO, Leonard Slatkin. Also DG 423 089: Andante molto moderato: Boston SO, Siji Ozawa. Also 41-B: Academy of St. Martin-in-the-Fields, Neville Marriner. "
2005,"FAURE, Gabriel",Pelleas et Melisande - Orchestral Suite,Op. 80,Or,DG 423 089,"Boston Symphony Orchestra, Seiji Ozawa. Also Cass. 41-B: Academy of St. Martin-in-the-Fields, Neville Marriner"
2006,"FINZI, Gerald",Concerto for Clarinet and String Orchestra,Op. 31,Or,Hyperion CDA 66001,"Thea King, Clarinet; The Philharmonia Orchestra, Alun Francis"
2007,"FORSTER, Christoph",Horn Concerto in E flat,,Or,Warner Classics 5 86558,"Barry Tuckwell, Horn; Academy of St. Martin-in-the-Fields, Sir Neville Marriner"
2008,"FRANCK, Cesar",Le Chasseur Maudit (The Wild Huntsman) - Symphonic Poem,Op. 144,Or,Supraphon 11 0613,"Czech Philharmonic Orchestra, Jean Fournet. Also Cass. 160A: Boston Symphony Orchestra, Charles Munch"
2009,"FRANCK, Cesar",Les Djinns - Symphonic Poem for Piano and Orchestra,,Or,Supraphon 11 0613,"Frantisek Maxian, Piano; Czech Philharmonic Orchestra, Jean Fournet. Also NAZOS 8.553472: Farncois-Joel Thiollier, Piano; Arnhem Philharmonic Orchestra, Roberto Benzi. "
2010,"FRANCK, Cesar",Piano Concerto No. 2 in B minor,Op. 011,Or,NAXOS 8.553472,"Martijn van den Hoek, Piano; Arnhem Philharmonic Orchestra, Roberto Benzi"
2011,"FRANCK, Cesar",Symphonic Variations for Piano and Orchestra,Op. 46,Or,NAXOS 8.553472,"Francois-Joel Thiollier, Piano; Arnhem Philharmonic Orchestra, Roberto Benzi. Also DECCA 6823: Pascal Roge, Piano; Cleveland SO, Lorin Maazel"
2012,"FRANCK, Cesar",Symphony in D minor,Op. 48,Or,LONDON G2-30278,"Orchestre Symphonique de Montreal, Charles Dutoit. Also BBC Vol 8/12: BBC Nat. Or. of Wales, Tadaaki Okata. Also Supraphon 110613:Czech PO, Sir John Barbirolli. Also C. DEC6823: Cleveland SO, Lorin Maazel"
2013,"GABRIELI, Giovanni",Canzon a 12,,Or,SONY MHK 62353,"Philadelphia & Chicago Brass Ensembles: Johnson, Rosenfeld, Herseth, Cichowicz, Trumpets; Jones, Clevenger, French Horns; Smith, Friedman, Trombones; Stewart, Euphonium; Torchinsky, Jacobs, Tuba."
2014,"GABRIELI, Giovanni",Canzon duodecimi toni a 10,,Or,SONY MHK 62353,"Philadelphia & Chicago Brass Ensembles: Johnson, Rosenfeld, Herseth, Cichowicz, Trumpets; Jones, Clevenger, French Horns; Smith, Friedman, Trombones; Stewart, Euphonium; Torchinsky, Jacobs, Tuba."
2015,"GABRIELI, Giovanni",Canzon noni toni,,Or,SONY MHK 62353,"Philadelphia & Chicago Brass Ensembles: Johnson, Rosenfeld, Herseth, Cichowicz, Trumpets; Jones, Clevenger, French Horns; Smith, Friedman, Trombones; Stewart, Euphonium; Torchinsky, Jacobs, Tuba."
2016,"GABRIELI, Giovanni","Canzon per sonare No. 1-4, 27 & 28",,Or,SONY MHK 62353,"Philadelphia & Cleveland Brass Ensembles: Johnson, Rosenfeld, Andelstein, Wohlwender, Trumpets; Jones, Bloom, French Horns; Smith, Boyd, Trombones; Stewart, Euphonium"
2017,"GABRIELI, Giovanni",Canzon primi toni,,Or,SONY MHK 62353,"Philadelphia & Cleveland Brass Ensembles: Johnson, Rosenfeld, Andelstein, Wohlwender, Trumpets; Jones, Bloom, French Horns; Smith, Boyd, Trombones; Stewart, Euphonium"
2018,"GABRIELI, Giovanni",Canzon quarti toni,,Or,SONY MHK 62353,"Philadelphia & Cleveland Brass Ensembles: Johnson, Rosenfeld, Andelstein, Wohlwender, Trumpets; Jones, Bloom, French Horns; Smith, Boyd, Trombones; Stewart, Euphonium"
2019,"GABRIELI, Giovanni",Canzon septimi toni No. 2,,Or,SONY MHK 62353,"Philadelphia & Chicago Brass Ensembles: Johnson, Rosenfeld, Herseth, Cichowicz, Trumpets; Jones, Clevenger, French Horns; Smith, Friedman, Trombones; Stewart, Euphonium; Torchinsky, Jacobs, Tuba."
2020,"GABRIELI, Giovanni",Sonata octavi toni,,Or,SONY MHK 62353,"Philadelphia & Chicago Brass Ensembles: Johnson, Rosenfeld, Herseth, Cichowicz, Trumpets; Jones, Clevenger, French Horns; Smith, Friedman, Trombones; Stewart, Euphonium; Torchinsky, Jacobs, Tuba."
2021,"GABRIELI, Giovanni",Sonata pian' e forte,,Or,SONY MHK 62353,"Philadelphia & Chicago Brass Ensembles: Johnson, Rosenfeld, Herseth, Cichowicz, Trumpets; Jones, Clevenger, French Horns; Smith, Friedman, Trombones; Stewart, Euphonium; Torchinsky, Jacobs, Tuba."
2022,"GEMINIANI, Francesco","Concerto grosso No. 12 in D minor ""La Follia""",,Or,BBC Vol. 09/05,"Orchestra of the Age of Enlightenment, Alison Bury, Margaret Faultless, Catherine Mackintosh"
2023,"GERHARD, Roberto",Dances from Don Quixote,,Or,BBC Vol. 13/11,"Ulster Orchestra, Josep Caballe-Domenech"
2024,"GERSHWIN, George",An American in Paris,,Or,Master Classics 3842042,"Philharmonia Slavonica, Henry Adolph. Also CBS MK 42516: New York Philharmonic Orchestra, Leonard Bernstein"
2025,"GERSHWIN, George",Cuban Overture,,Or,BBC Vol. 12/06,"BBC Concert Orchestra, Barry Wordsworth"
2026,"GERSHWIN, George",Liza,,Or,CBS MK 42516,"Jean-Pierre Rampal, Flute; Members of the Los Angeles Philharmonic, Colombier"
2027,"GERSHWIN, George",Piano Concerto in F,,Or,MC 3842042,"Philharmonia Slavonica, Adolph. BBC Vol. 16/13: BBC National Orchestra of Wales, Peter Donohoe, Piano; David Charles Abell "
2028,"GERSHWIN, George",Porgy and Bess - A Symphonic Picture,,Or,CBS MK 42516,"Sarah Vaughan & Trio; Los angeles Philharmonic, Michael Tilson Thomas. Also Cass. 32-A: Detroit Symphony Orchestra, Antal Dorati"
2029,"GERSHWIN, George",Rhapsody in Blue,,Or,Master Classics 3842042,"Philharmonia Slavonica, Henry Adolph. Also CBS MK 42516: George Gershwin, Piano; Columbia Jazz Ban, Michael Tilson Thomas"
2030,"GERSHWIN, George",Second Rhapsody for Piano and Orchestra,,Or,BBC Vol. 18/07,"Peter Jablonski, Piano; BBC National Orchestra of Wales, Eric Stern, Conductor"
2031,"GIORDANI, Giuseppe",Caro mio ben,,Or,LaserLight  14040,"Karoly Botvay, Cello; Budapest Strings, Karoly Botvay"
2032,"GIULIANI, Mauro",Concerto for Guitar and Orchestra No. 1 in A major,Op. 30,Or,BBC Vol. 12/05,"Edoardo Catemario, Guitar; Wiener Akademie, Martin Haselbock. Also Philips 454 262: Pepe Romero, Guitar; ASMF, Sir Neville Marriner"
2033,"GIULIANI, Mauro",Concerto for Guitar and Orchestra No. 2 in A major,Op. 36,Or,PHILIPS 454 262,"Pepe Romero, Guitar; ASMF, Sir Neville Marriner"
2034,"GIULIANI, Mauro",Concerto for Guitar and Orchestra No. 3 in F major,Op. 70,Or,PHILIPS 454 262,"Pepe Romero, Guitar; ASMF, Sir Neville Marriner"
2035,"GIULIANI, Mauro","Introduction, theme, variations and polonaise for Guitar and String Quartet",Op. 65,Or,PHILIPS 454 262,"Pepe Romero, Guitar; ASMF, Sir Neville Marriner. Also Cass. 13-A: Michael Newman, Guitar; Sequoia String Quartet"
2036,"GLASS, Philip",Akhnaten - Prelude and Dance,,Or,NAXOS 8.559056,"Ulster Orchestra, Takuo Yuasa"
2037,"GLASS, Philip",Company,,Or,NAXOS 8.559056,"Ulster Orchestra, Takuo Yuasa"
2038,"GLASS, Philip",Concerto for Violin,,Or,NAXOS 8.559056,"Adele Anthony, Violin; Ulster Orchestra, Takuo Yuasa"
2039,"GLASS, Philip",Concerto for Violin and Orchestra (1987),,Or,TELARC 80494,"Robert McDuffie, Violin; Houston Symphony Orchestra, Christoph Eschenbach"
2040,"GLASS, Philip",Koyaanisqatsi (1983),,Or,Nonesuch 79506,"Albert de Ruiter, Bass Vocal; The Western Wind Vocal Ensemble; Members of the Philip Glass Ensemble; Michael Riesman, Conductor; Kurt Munkacsi, Producer"
2041,"GLASS, Philip",Symphony No. 10,,Or,BBC Vol. 25/05,"Aurora Orchestra, Nicholas Collon, Conductor"
2042,"GLAZUNOV, Alexander",Chopiniana,Op. 46,Or,BBC Vol. 18/06,"BBC Philharmonic, Vassily Sinaisky"
2043,"GLAZUNOV, Alexander",Concerto for Violin and Orchestra in A minor,Op.  82,Or,DG 289-457-064,"Gil Shaham. Violin; Russian National Orchestra, Mikhail Pletnev"
2044,"GLAZUNOV, Alexander",Cortege Solennel in G major, ,Or,Olympia OCD 120,"The USSR Radio Symphony Orchestra, Gennadi Rozhdestvensky. Also Cass. 24-B: Moscow Radio Symphony Orchestra, Gennadi Rozhdestvensky"
2045,"GLAZUNOV, Alexander",Finnish Fantasy,Op. 88,Or,Revelation RV 10027,"Grand Symphony Orchestra of Radio and Television, Evgeny Svetlanov. Also Cass. MHC 6622H: Moscow Radio Symphony Orchestra, Yevgeny Svetlanov & Alexander Gauk, Conductors"
2046,"GLAZUNOV, Alexander",Ouverture Solennelle,Op. 13,Or,Orfeo C 093 201,"Bavarian Radio Symphony Orchestra, Neeme Jarvi"
2047,"GLAZUNOV, Alexander",Poeme Lyrique in D flat,Op.  12,Or,Olympia OCD 120,"The USSR Radio Symphony Orchestra, Gennadi Rozhdestvensky. Also Cass. 151-B: Moscow Radio Symphony Orchestra, Gennadi Rozhdestvensky"
2048,"GLAZUNOV, Alexander",Russain Sailor's Dance from The Red Poppy,Op. 70,Or,Vanguard Classics SVC-8,"Utaah Symphony Orchestra, Maurice Abravanel"
2049,"GLAZUNOV, Alexander",Scenes de Ballet,"Op,. 52",Or,Melodia MEL 46005,"USSR Radio Symphony Orchestra, Gennadi Rozhdestvensky. Also Cass. 24-B: Moscow Radio Symphony Orchestra, Gennadi Rozhdestvensky"
2050,"GLAZUNOV, Alexander","Symphonic Poem - ""Stenka Rasin"" in B minor",Op.  13,Or,Leningrad Masters-LM1329,"Leningrad Philharmonic Orchestra, Eduard Serov"
2051,"GLAZUNOV, Alexander",Symphony No. 3 in D major,Op. 33,Or,Olympia OCD 120,"USSR Ministry of Culture Symphony Orchestra, Gennadi Rozhdestvensky"
2052,"GLAZUNOV, Alexander",Symphony No. 5 in B flat major,Op. 55,Or,BBC Vol. 16/03,"BBC Philharmonic Orchestra, Vassily Sinaisky"
2053,"GLAZUNOV, Alexander",Symphony No. 6 in C minor,Op. 58,Or,Melodia MEL 46005,"USSR Ministry of Culture Symphony Orchestra, Gennadi Rozhdestvensky"
2054,"GLAZUNOV, Alexander",Symphony No. 8 in E flat major,Op. 83,Or,Orfeo C 093 201,"Bavarian Radio Symphony Orchestra, Neeme Jarvi"
2055,"GLAZUNOV, Alexander",Wedding March,Op. 21,Or,Orfeo C 093 201,"Bavarian Radio Symphony Orchestra, Neeme Jarvi. Also Cass. MHC 6622H: Moscow Radio Symphony Orchestra, Yevgeny Svetlanov & Alexander Gauk, Conductors"
2056,"GLINKA, Mikhail Ivanovich",Ruslan & Ludmilla - Overture,,Or,Quintessence CDQ 2089,New Philharmonia Orchestra of London. Also Cassette 9-B
2057,"GLUCK, Christof Willibald Von",Chaconne,,Or,DECCA-KSDC 411,"Stuttgart Chamber Orchestra, Karl Munchinger"
2058,"GOLDMARK,  Karl",Concerto for Violin in A minor,Op.  28,Or,EMI 7243-556955,"Sarah Chang, Violin; Gurzenich-Orchester Kolner Philharmoniker, James Conlon"
2059,"GOLDMARK,  Karl","Overture from ""Prometheus Bound""",Op.  38,Or,EMI 7243-556955,"Gurzenich-Orchester Kolner Philharmoniker, James Conlon"
2060,"GORECKI, Henryk",Symphony No. 3,Op.  36,Or,ELEKTRA Nonesuch,"Dawn Upshaw, Soprano; London Sinfonietta, David Zinman"
2061,"GRAINGER, Percy",Colonial Song,,Or,NAXOS 8.554263,"Slovak Radio Symphony Orchestra, Keith Brion"
2062,"GRAINGER, Percy",Country Gardens,,Or,NAXOS 8.554263,"Slovak Radio Symphony Orchestra, Keith Brion"
2063,"GRAINGER, Percy",Green Bushes,,Or,NAXOS 8.554263,"Slovak Radio Symphony Orchestra, Keith Brion"
2064,"GRAINGER, Percy",Irish Tune from County Derry (Danny Boy),,Or,Telarc  80059,"Saint Louis Symphony Orchestra, Leonard Slatkin. Also NAXOS 8.554263: Slovak Radio Symphony Orchestra, Keith Brion"
2065,"GRAINGER, Percy",My Robin is to the Greenwood Gone,,Or,NAXOS 8.554263,"Slovak Radio Symphony Orchestra, Keith Brion"
2066,"GRAINGER, Percy",Shepherd's Hey,,Or,NAXOS 8.554263,"Slovak Radio Symphony Orchestra, Keith Brion"
2067,"GRAINGER, Percy",Suite on Danish Folk-Songs,,Or,NAXOS 8.554263,"Slovak Radio Symphony Orchestra, Keith Brion"
2068,"GRAINGER, Percy",To a Nordic Princess,,Or,NAXOS 8.554263,"Slovak Radio Symphony Orchestra, Keith Brion"
2069,"GRAINGER, Percy",Ye Banks and Braes o'Bonnie Doon,,Or,NAXOS 8.554263,"Slovak Radio Symphony Orchestra, Keith Brion"
2070,"GRANADOS, Enrique","Danzas Espanolas, Sets I - IV",Op.  37,Or,BBC Vol. 13/11,"Ulster Orchestra, Josep Caballe-Domenech. Also Apex 2564-69984: Jean-Francois Heisser, Piano. Also Cass. 113-B: Alicia de Larrocha, Piano. Also Cass. 16-B: Andalucia. "
2071,"GRIEG, Edvard",Concerto for Piano and Orchestra in A minor,Op. 16,Or,BBC Vol. 10/03,"Francois-Frederic Guy, Piano; BBC Philharmonic, Neeme Jarvi. Also 132-B: Radu Lupu, Piano; London Symphony Orchestra, Andre Previn"
2072,"GRIEG, Edvard",Holberg Suite for Orchestra,Op. 40,Or,NAXOS 8.553106,"Bournemouth Sinfonietta, Richard Studt. Also Cass 28-A: Serenata of London"
2073,"GRIEG, Edvard","Lyric Pieces: No. 4, Evening in the Mountains; No. 5, Cradle Song",Op. 68,Or,NAXOS 8.550864,"BBC Scottish Symphony Orchestra, Jerzy Maksymiuk"
2074,"GRIEG, Edvard",Lyric Suite,Op. 54,Or,DG 419 431,"Gothenburg Symphony Orchestra, Neemi Jarvi"
2075,"GRIEG, Edvard",Norwegian Dances,Op. 35,Or,DG 419 431,"Gothenburg Symphony Orchestra, Neemi Jarvi. Also LaserLight 14040: No. 2: Budapest Strings, Karoly Botvay. Also Cass. 105-A: No. 2: Philadelphia Orchestra, Eugene Ormandy"
2076,"GRIEG, Edvard","Peer Gynt, Suite No. 1",Op. 46,Or,NAXOS 8.550864,"BBC Scottish Symphony Orchestra, Jerzy Maksymiuk"
2077,"GRIEG, Edvard","Peer Gynt, Suite No. 2",Op. 55,Or,NAXOS 8.550865,"BBC Scottish Symphony Orchestra, Jerzy Maksymiuk"
2078,"GRIEG, Edvard","Sigurd Jorsalfar Suite: Introduction, In the King's Hall; Intermezzo: Borghild's Dream; Homage March",Op. 56,Or,NAXOS 8.550866,"BBC Scottish Symphony Orchestra, Jerzy Maksymiuk. Also Cassette 9-B: Triumphal March"
2079,"GRIEG, Edvard",Symphonic Dances on Norwegian motifs,Op. 64/6,Or,DG 419 431,"Gothenburg Symphony Orchestra, Neemi Jarvi"
2080,"GRIEG, Edvard",Two Elegiac Pieces,Op. 34,Or,NAXOS  8.550330,"Capella Istropolitana, Adrian Leaper"
2081,"GRIEG, Edvard",Two Melodies,Op. 53,Or,NAXOS  8.550330,"Capella Istropolitana, Adrian Leaper"
2082,"GRIEG, Edvard",Two Norwegian Airs,Op. 63,Or,NAXOS  8.550330,"Capella Istropolitana, Adrian Leaper"
2083,"GRIEG, Edvard",Wedding Day at Troldhaugen,Op. 65/6,Or,NAXOS 8.550864,"BBC Scottish Symphony Orchestra, Jerzy Maksymiuk"
2084,"GROFE, Ferde",Death Valley Suite,,Or,NAXOS 8.559017,"Bournemouth Symphony Orchestra, William Stromberg. Also Cass. 5A: Capitol Symphony Orchestra; Ferde Grofe, Conductor"
2085,"GROFE, Ferde",Grand Canyon Suite,,Or,NAXOS 8.559007,"Bournemouth Symphony Orchestra, William T. Stromberg. Also Cass. 108A: Detroit Symphony Orchestra, Antal Dorati"
2086,"GROFE, Ferde",Hollywood Suite,,Or,NAXOS 8.559007,"Bournemouth Symphony Orchestra, William T. Stromberg"
2087,"GROFE, Ferde",Hudson River Suite,,Or,NAXOS 8.559007,"Bournemouth Symphony Orchestra, William T. Stromberg"
2088,"GROFE, Ferde",Mississippi Suite,,Or,BBC Vol. 18/07,"BBC Concert Orchestra, Keith Lockhart, Conductor. Also NAXOS 8.559007: Bournemouth Symphony Orchestra, William T. Stromberg"
2089,"GROFE, Ferde",Niagara Falls Suite,,Or,NAXOS 8.559007,"Bournemouth Symphony Orchestra, William T. Stromberg"
2090,"GURNEY, Ivor",A Gloucestershire Rhapsody,,Or,BBC Vol. 22/09,"BBC Scottish Symphony Orchestra, David Parry, Conductor"
2091,"GURNEY, Ivor",War Elegy,,Or,BBC Vol. 22/10,"BBC Symphony Orchestra, David Lloyd-Jones, Conductor"
2092,"HANDEL, George Frideric","Concerti a Due Cori (Double Concerti) No. 1, 2 & 3",HWV332-4,Or,L'Oiseau-Lyre 411721,"The Academy of Ancient Music, Christopher Hogwood. Also PHILIPS 7313*021: English Chamber Orchestra, Raymond Leppard"
2093,"HANDEL, George Frideric","Concerti Grossi, Op.3 No. 1 - 6",HWV312-317,Or,Helios CDH55075,"The Brandenburg Consort, Roy Goodman. Also Cass. 34: The Smithsonian Chamber Players, James Weaver. Also BBC Vol. 17/6: Concerto No. 1; Academy of Ancient Music, Richard Egarr"
2094,"HANDEL, George Frideric","Concerti Grossi,Op. 6  No. 1 - 12",HWV319-330,Or,Newton 8802030,"I Musici: F. Agostini, C. Buccarella, P. Pellegrino, A. Perez, Violins; F. Strano, Cello; M. T. Gratti, Harpsichord. Also BBC Vol. 27/4: Iona Brown, Violin/Conductor; ASMF. Also Cass. 84-A: No. 9, 10 & 12; Cass. 98-B: No. 6: English Concert, Trevor Pinnock"
2095,"HANDEL, George Frideric",Concerto for Harp and Strings in B flat,Op. 4/6,Or,Brilliant Classics 99512,"Maria Grafova, Harp; Janacek Philharmony, Hartmut Haenchen. Also Cass. 92-B: Nicanor Zabaleta, Harp; Kuentz Chamber Orchestra, Paul Kuentz"
2096,"HANDEL, George Frideric",Music for the Royal Fireworks,HWV351,Or,DG D 100865,"Orpheus Chamber Orchestra. Also Cass. 70-A: London Symphony Orchestra, Antal Dorati"
2097,"HANDEL, George Frideric",Sonata from the Overture to the Oratorio: Il Trionfo del Tempo e del Disinganno,HWV046a,Or,BBC Vol. 09/05,"Orchestra of the Age of Enlightenment, Alison Bury, Margaret Faultless, Catherine Mackintosh"
2098,"HANDEL, George Frideric",Water Music,HWV348-50,Or,DG D 100865,"Orpheus Chamber Orchestra. Also Cass. 70-A: London Symphony Orchestra, Antal Dorati"
2099,"HANSON, Howard","Symphony No. 1 in E minor ""Nordic""",Op. 21,Or,Mercury 432-008,"Eastman-Rochester Orchestra, Howard Hanson"
2100,"HANSON, Howard","Symphony No. 2 ""Romantic""",Op. 30,Or,Mercury 432-008,"Eastman-Rochester Orchestra, Howard Hanson"
2101,"HARRIS, Roy",Symphony No. 3,,Or,BBC Vol. 15/02,"BBC Symphony Orchestra, Grant Llewellyn"
2102,"HAYDN, Joseph",Concerto for Cello and Orchestra No. 1 in C major,HobVIIb/1,Or,Sony Masters 8 86977 04462,"Steven Isserlis, Cello; Chamber Orchestra of Europe, Sir Roger Norrington. Also Cass. 95B: Yo-Yo Ma; English Chamber Orchestra, Jose-Luis Garcia"
2103,"HAYDN, Joseph",Concerto for Cello and Orchestra No. 2 in D major,HobVIIb/2,Or,Sony Masters 8 86977 04462,"Steven Isserlis, Cello; Chamber Orchestra of Europe, Sir Roger Norrington. Also Cass. 95B: Yo-Yo Ma; English Chamber Orchestra, Jose-Luis Garcia"
2104,"HAYDN, Joseph",Concerto for Horn and Strings No. 1 in D,HobVIId/3,Or,Apex 0927 408252,"Dale Clevenger, Horn; Franz Liszt Chamber Orchestra, Janos Rolla. Also Warner Classics 5 86558: Barry Tuckwell, Horn; English Chamber Orchestra, Barry Tuckwell"
2105,"HAYDN, Joseph",Concerto for Horn and Strings No. 2 in D,HobVIId/4,Or,Apex 0927 408252,"Dale Clevenger, Horn; Franz Liszt Chamber Orchestra, Janos Rolla. Also Cass. 98-A: Barry Tuckwell, Horn; Academy-of-St. Martin-in-the-Fields, Neville Marriner"
2106,"HAYDN, Joseph",Concerto for King Ferdinand IV of Naples in F major,HobVII/5,Or,Kannon Classics 173,"Camerata Romana, Alberto Lizzio"
2107,"HAYDN, Joseph",Concerto for Oboe and Orchestra in C,HobVIIg/C1,Or,PHILIPS 7300-713,"Heinz Holliger, Oboe; Concertgebouw Orchestra, David Zinman"
2108,"HAYDN, Joseph",Concerto for Piano and Orchestra in D,HobXVIII/2,Or,VoxBox 5017,"Ilse Von Alpenheim, Piano; Bamberg Symphony Orchestra, Antal Dorati"
2109,"HAYDN, Joseph",Concerto for Piano and Orchestra in D,HobXVIII/11,Or,VoxBox 5017,"Ilse Von Alpenheim; Bamberg Symphony, Antal Dorati. Also 120A: Arturo Benedetti Michelangeli, Piano; Zurcher Kammerorchester, Edmond de Stoutz"
2110,"HAYDN, Joseph",Concerto for Piano and Orchestra in F,HobXVIII/3,Or,VoxBox 5017,"Ilse Von Alpenheim, Piano; Bamberg Symphony Orchestra, Antal Dorati"
2111,"HAYDN, Joseph",Concerto for Piano and Orchestra in G,HobXVIII/4,Or,VoxBox 5017,"Ilse Von Alpenheim; Bamberg Symphony, Antal Dorati. Also 120A: Arturo Benedetti Michelangeli, Piano; Zurcher Kammerorchester, Edmond de Stoutz"
2112,"HAYDN, Joseph",Concerto for Piano and Orchestra in G,HobXVIII/9,Or,VoxBox 5017,"Ilse Von Alpenheim, Piano; Bamberg Symphony Orchestra, Antal Dorati"
2113,"HAYDN, Joseph",Concerto for Trumpet and Orchestra in E,HobVIIe/1,Or,BBC Vol. 19/02,"Alison Balsom, Trumpet; Scottish Symphony Orchestra, Douglas Boyd. Also Cass. 102-B: Bamberger Symphoniker, Theodor Guschlbauer. "
2114,"HAYDN, Joseph",Concerto for Violin and Orchestra No. 1 in C major,HobVIIa/1,Or,CBS Master works MK 37796,"Cho-Liang Lin, Violin; Minnesota Orchestra, Neville Marriner. Also Cass. 88-A: Los Angeles Philharmonic Orchestra; Pinchas Zukerman, Director & Soloist"
2115,"HAYDN, Joseph","Divertimento in C for Piano, Strings & 2 Horns",Hob XIV/4,Or,VoxBox 5017,"Ilse Von Alpenheim, Piano; Bamberg Symphony Orchestra, Antal Dorati"
2116,"HAYDN, Joseph",Overture to Acide e Galatea,,Or,Scandinavian Classics 220546,"Chamber Philharmonic of Bohemia, Douglas Bostock"
2117,"HAYDN, Joseph",Overture to l'Incontro Improviso,,Or,Scandinavian Classics 220546,"Chamber Philharmonic of Bohemia, Douglas Bostock. Also Cass. 121B: Bamberger Symphoniker, Theodor Guschlbauer"
2118,"HAYDN, Joseph",Overture to Lo Speziale,,Or,Scandinavian Classics 220546,"Chamber Philharmonic of Bohemia, Douglas Bostock"
2119,"HAYDN, Joseph","Sinfonia Concertante for Oboe, Bassoon, Violin, Cello and Orchestra in B flat",HobI/105,Or,Sony Masters 8 86977 04462,"Marieke Blankestijn, Violin; Douglas Boyd, Oboe, Matthew Wilkie, Bassoon; Chamber Orchestra of Europe, Sir Roger Norrington. Also Cass. 31B: Bamberger Symphoniker, Theodor Guschlbauer"
2120,"HAYDN, Joseph","Symphony No. 006 in D, ""Le Matin""",,Or,BBC Vol. 12/05,"Wiener Akademie, Martin Haselbock"
2121,"HAYDN, Joseph","Symphony No. 008 in G, ""Le Soir""",,Or,BBC Vol. 12/05,"Wiener Akademie, Martin Haselbock"
2122,"HAYDN, Joseph","Symphony No. 022 in E flat major, ""The Philosopher""",,Or,BBC Vol. 17/11,"BBC Philharmonic, Nicholas Kraemer"
